WEAPON_SOURCE_COUNTRY,WEAPON_DEPLOYMENT_LOCATION,Data.Source,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Magnitude.Body,Data.Magnitude.Surface,Location.Cordinates.Depth,Data.Yeild.Lower,Data.Yeild.Upper,data_Purpose,Data.Name,Data.Type,Date.Day,Date.Month,Date_Year
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Taunton,Shaft,4,12,1962
UK,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Tendrac,Shaft,7,12,1962
USA,Nts,UGS,74.3,52.4,0,0,0,0,20,wr,Madison,Tunnel,12,12,1962
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Numbat,Shaft,12,12,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Manatee,Shaft,14,12,1962
USSR,Nz Russ,DOE,73,55,0,0,0,110,110,wr,Nan,Atmosph,18,12,1962
USSR,Nz Russ,DOE,73,55,0,0,0,69,69,Fms,Nan,Atmosph,18,12,1962
USSR,Nz Russ,DOE,73,55,0,0,0,8.3,8.3,wr,Nan,Atmosph,20,12,1962
USSR,Nz Russ,DOE,73,55,0,0,0,6.3,6.3,wr,Nan,Atmosph,22,12,1962
USSR,Nz Russ,DOE,73,55,0,0,0,430,430,wr,Nan,Atmosph,23,12,1962
USSR,Nz Russ,MTM,73,55,0,0,0,8.3,8.3,wr,Nan,Atmosph,23,12,1962
USSR,Nz Russ,MTM,73,55,0,0,0,2.4,2.4,wr,Nan,Atmosph,23,12,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0,0.001,Sam,Nan,Surface,23,12,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.007,0.007,Sam,Nan,Surface,24,12,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.028,0.028,Sam,Nan,Surface,24,12,1962
USSR,Nz Russ,UGS,74.2,52.3,0,0,0,24200,24200,wr,Nan,Atmosph,24,12,1962
USSR,Nz Russ,UGS,73.6,57.5,0,0,0,1100,1100,wr,Nan,Atmosph,24,12,1962
USSR,Nz Russ,UGS,73.4,56.5,0,0,0,3100,3100,wr,Nan,Atmosph,25,12,1962
USSR,Nz Russ,MTM,73,55,0,0,0,8.5,8.5,wr,Nan,Atmosph,25,12,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Casselman,Shaft,8,2,1963
USA,Nts,DOE,37,-116,4.5,0,0.3,0,20,wr,Acushi,Shaft,8,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Ferret,Shaft,8,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hatchie,Shaft,8,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Chipmunk,Shaft,15,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Carmel,Shaft,21,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Pne:Plo,Kaweah,Shaft,21,2,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Jerboa,Shaft,1,3,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Toyah,Shaft,15,3,1963
FRANCE,In Ecker Alg,UGS,24,5,0,0,0,0,20,wr,Emeraude,Gallery,18,3,1963
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Gerbil,Shaft,29,3,1963
FRANCE,In Ecker Alg,DOE,24,5,0,0,0,0,5,wr,Amethyste,Gallery,30,3,1963
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Ferret Prime,Shaft,5,4,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Coypu,Shaft,10,4,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Cumberland,Shaft,11,4,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Kootanai,Shaft,24,4,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Paisano,Shaft,24,4,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Gundi Prime,Shaft,9,5,1963
USA,Nellis Nv,DOE,37,-115,0,0,0,0,0,Transp,Double Tracks,Surface,15,5,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Harkee,Shaft,17,5,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Tejon,Shaft,17,5,1963
USA,Nts,UGS,37.1,-116,0,0,0,20,200,wr,Stones,Shaft,22,5,1963
USA,Nellis Nv,DOE,37,-115,0,0,0,0,0,Transp,Clean Slate:I,Surface,25,5,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Pleasant,Shaft,29,5,1963
USA,Nellis Nv,DOE,37,-115,0,0,0,0,0,Transp,Clean Slate:Ii,Surface,31,5,1963
USA,Nts,UGS,37.2,-116.2,0,0,0,3.1,3.1,wr,Yuba,Tunnel,5,6,1963
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Hutia,Shaft,6,6,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Apshapa,Shaft,6,6,1963
USA,Nellis Nv,DOE,37,-115,0,0,0,0,0,Transp,Clean Slate:Iii,Surface,9,6,1963
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Mataco,Shaft,14,6,1963
USA,Nts,UGS,37.1,-116.1,0,0,0,0,20,wr,Kennebec,Shaft,25,6,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Pekan,Shaft,12,8,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Satsop,Shaft,15,8,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Natches/Kohocto,Shaft,23,8,1963
USA,Nts,UGS,37.2,-116.1,0,0,0,0,20,wr,Ahtanum,Shaft,13,9,1963
USA,Nts,UGS,37.1,-116,0,0,0,249,249,wr,Eilby,Shaft,13,9,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Carp,Shaft,27,9,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Narraguagus,Shaft,27,9,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Grunion,Shaft,11,10,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Pne:Plo,Tornillo,Shaft,11,10,1963
USA,Nts,DOE,37,-116,5.3,0,0.6,20,200,wr,Clearwater,Shaft,16,10,1963
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Mullet,Shaft,17,10,1963
FRANCE,In Ecker Alg,UGS,24.1,5.1,0,0,0,0,150,wr,Rubis,Gallery,20,10,1963
USA,Fallon Nv,DOE,39.2,-118.38,0,0,0,12,12,Pne:V,Shoal,Shaft,26,10,1963
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Anchovy,Shaft,14,11,1963
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Mustang,Shaft,15,11,1963
USA,Nts,UGS,37.1,-116,0,0,0,20,200,wr,Greys,Shaft,22,11,1963
USA,Nts,UGS,36.9,-116.3,0,0,0,0,20,wr,Sardine/Barracu,Shaft,4,12,1963
USA,Nts,UGS,37.1,-115.9,0,0,0,5.3,5.3,wr,Eagle,Shaft,12,12,1963
USA,Nts,DOE,37,-116,0,0,0,10,20,wr,Tuna,Shaft,20,12,1963
USA,Nts,UGS,37.1,-116,0,0,0,20,200,wr,Fore,Shaft,16,1,1964
USA,Nts,UGS,37.1,-116,0,0,0,10.5,10.5,wr,Ocokto,Shaft,23,1,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Club,Shaft,30,1,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Solendon,Shaft,12,2,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bunker,Shaft,13,2,1964
FRANCE,In Ecker Alg,DOE,24.054,5.053,0,0,0,0,5,wr,Opale,Gallery,14,2,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bonefish,Shaft,18,2,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Mackarel,Shaft,18,2,1964
USA,Nts,UGS,37.2,-116,0,0,0,20,200,Pne:Plo,Klickitat,Shaft,20,2,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Handicap,Shaft,12,3,1964
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Pike,Shaft,13,3,1964
USSR,Semi Kazakh,UGS,49.7,78,5.6,0,0,20,150,We,Nan,Tunnel,15,3,1964
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Hook,Shaft,14,4,1964
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Sturgeon,Shaft,15,4,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bogey,Shaft,17,4,1964
USA,Nts,UGS,37.1,-116.1,0,0,0,20,200,wr,Turf,Shaft,24,4,1964
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Pipefish,Shaft,29,4,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Driver,Shaft,7,5,1964
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Backswing,Shaft,14,5,1964
USA,Nts,UGS,37,-116.1,0,0,0,0,20,wr,Minnow,Shaft,15,5,1964
USSR,Semi Kazakh,UGS,49.9,78.3,5.6,0,0,20,150,wr,Nan,Tunnel,16,5,1964
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Fms,Nan,Tunnel,6,6,1964
USA,Nts,UGS,37.2,-116.1,0,0,0,0,20,Pne:Plo,Ace,Shaft,11,6,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Bitterling,Shaft,12,6,1964
FRANCE,In Ecker Alg,DOE,24.067,5.034,0,0,0,0,5,Nan,Topaze,Gallery,15,6,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Duffer,Shaft,18,6,1964
USA,Nts,UGS,37.1,-116.1,0,0,0,0,20,wr,Fade,Shaft,25,6,1964
USA,Nts,UGS,37.2,-116.1,0,0,0,0,20,Pne:Plo,Dub,Shaft,30,6,1964
USA,Nts,UGS,37.2,-116.1,0,0,0,20,200,wr,Bye,Shaft,16,7,1964
UK,Nts,DOE,37,-116,0,0,0,0,20,wr,Cormorant,Shaft,17,7,1964
USSR,Semi Kazakh,UGS,49.9,78.1,5.5,0,0,20,150,Fms,Nan,Tunnel,19,7,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Links,Shaft,23,7,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Trogon,Shaft,24,7,1964
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,18,8,1964
USA,Nts,UGS,37.2,-116.1,0,0,0,4.4,4.4,wr,Alva,Shaft,19,8,1964
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Canvasback,Shaft,22,8,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Player,Shaft,27,8,1964
USA,Nts,UGS,37.1,-116,0,0,0,0,20,wr,Haddock,Shaft,28,8,1964
USA,Nts,UGS,37,-116,0,0,0,0,20,wr,Guanay,Shaft,4,9,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Spoon,Shaft,11,9,1964
USSR,Nz Russ,UGS,72.9,55.2,4.3,0,0,0.001,20,Fms,Nan,Tunnel,18,9,1964
UK,Nts,DOE,37,-116,0,0,0,0,0,wr,Courser,Shaft,25,9,1964
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Fms,Nan,Tunnel,30,9,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Auk,Shaft,2,10,1964
USA,Nts,DOE,37,-116,0,0,0,38,38,Pne:Plo,Par,Shaft,9,10,1964
CHINA,Lop Nor,DOE,41.5,89,0,0,0,22,22,wr,Nan,Tower,16,10,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Barbelturnstone,Shaft,16,10,1964
USA,Hattiesb Ms,DOE,31,-89,0,0,0,5.3,5.3,Pne:V,Salmon,Shaft,22,10,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Garden,Shaft,23,10,1964
USSR,Nz Russ,UGS,73.5,53.7,4.9,0,0,0.001,20,Pne,Nan,Tunnel,25,10,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Forest,Shaft,31,10,1964
USA,Nts,UGS,37.2,-116.1,0,0,0,12,12,Pne:Plo,Handcar,Shaft,5,11,1964
USSR,Semi Kazakh,UGS,49.7,78,6,0,0,20,150,Pne,Nan,Tunnel,16,11,1964
FRANCE,In Ecker Alg,DOE,24.042,5.041,0,0,0,0,20,wr,Turquoise,Gallery,28,11,1964
USA,Nts,UGS,37.1,-116.1,0,0,0,20,200,wr,Crepe,Shaft,5,12,1964
USA,Nts,UGS,37.1,-116.1,0,0,0,0,20,wr,Drill,Shaft,5,12,1964
USA,Nts,UGS,37,-116,0,0,0,1.3,1.3,wr,Parrot,Shaft,16,12,1964
USA,Nts,UGS,37,-116.1,0,0,0,2.7,2.7,We,Mudpack,Shaft,16,12,1964
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Cassowaryhoopoe,Shaft,16,12,1964
USA,Nts,UGS,37,-116.3,0,0,0,0.092,0.092,Pne:Plo,Sulky,Shaft,18,12,1964
USA,Nts,ISC,37.07,-116.01,0,0,0,0,20,wr,Wool,Shaft,14,1,1965
USSR,Semi Kazakh,ISC,49.88,78.96,5.8,0,0,140,140,Pne,Chagan,Shaft,15,1,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Tern,Shaft,29,1,1965
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,Fms,Nan,Tunnel,4,2,1965
USA,Nts,ISC,37.07,-116.03,0,0,0,0,20,wr,Cashmere,Shaft,4,2,1965
USA,Nts,DOE,37,-116,0,0,0,0.33,0.33,wr,Alpaca,Shaft,12,2,1965
USA,Nts,ISC,36.99,-116,0,0,0,10.1,10.1,wr,Merlin,Shaft,16,2,1965
USA,Nts,ISC,36.72,-115.94,0,0,0,0,20,We,Wishbone,Shaft,18,2,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Seersucker,Shaft,19,2,1965
FRANCE,In Ecker Alg,ISC,24.16,5.03,5.6,0,0,0,150,wr,Saphir,Gallery,27,2,1965
USSR,Semi Kazakh,ISC,49.81,78.13,5.5,0,0,0.001,20,wr,Nan,Tunnel,3,3,1965
USA,Nts,ISC,37.01,-116.08,0,0,0,20,200,wr,Wagtail,Shaft,3,3,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Suede,Shaft,20,3,1965
USA,Nts,ISC,37.11,-116.09,0,0,0,20,200,wr,Cup,Shaft,26,3,1965
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,27,3,1965
USSR,Bashkir Russ,MTM,53,56,0,0,0,2.3,2.3,Pne,Butan 1+2,Shaft,30,3,1965
USA,Nts,ISC,36.95,-116.08,0,0,0,0,20,wr,Kestrel,Shaft,5,4,1965
USA,Nts,ISC,37.26,-116.54,0,0,0,4.3,4.3,Pne:Plo,Palanquin,Crater,14,4,1965
USA,Nts,ISC,36.97,-116.23,5,0,0,0,20,We,Gum Drop,Tunnel,21,4,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Chenille,Shaft,22,4,1965
USA,Nts,ISC,36.96,-115.94,0,0,0,0,20,wr,Muscovy,Shaft,23,4,1965
USA,Nts,ISC,37.14,-116.1,0,0,0,7,7,We,Tee,Shaft,7,5,1965
USSR,Semi Kazakh,ISC,49.79,78.12,4.9,0,0,0.001,20,wr,Nan,Tunnel,11,5,1965
USA,Nts,ISC,37.2,-116.5,0,0,0,0,20,wr,Buteo,Shaft,12,5,1965
CHINA,Lop Nor,DOE,41.5,89,0,0,0,35,35,wr,Nan,Airdrop,14,5,1965
USA,Nts,ISC,37.07,-116.05,0,0,0,0,20,wr,Scaup,Shaft,14,5,1965
USA,Nts,DOE,37,-116,0,0,0,0.75,0.75,wr,Cambrio,Shaft,14,5,1965
USA,Nts,ISC,37.07,-116.04,0,0,0,0,20,wr,Tweed,Shaft,21,5,1965
FRANCE,In Ecker Alg,DOE,24,5,0,0,0,0,5,wr,Jade,Gallery,30,5,1965
USSR,Bashkir Russ,MTM,53,56,0,0,0,7.6,7.6,Pne,Butan,Shaft,10,6,1965
USA,Nts,ISC,37,-116.05,0,0,0,1.3,1.3,wr,Petrel,Shaft,11,6,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Organdy,Shaft,11,6,1965
USA,Nts,ISC,36.83,-116.06,0,0,0,0,20,We,Diluted Waters,Shaft,16,6,1965
USSR,Semi Kazakh,ISC,49.83,78.17,5.8,0,0,0.001,20,Pne,Nan,Tunnel,17,6,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Tinytot,Tunnel,17,6,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Izzep.,Shaft,16,7,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Pongee,Shaft,22,7,1965
USA,Nts,ISC,37.06,-116.03,5.4,0,0,20,200,wr,Bronze,Shaft,23,7,1965
USSR,Semi Kazakh,ISC,50.4,77.9,4.5,0,0,0.001,20,Fms,Nan,Tunnel,29,7,1965
USA,Nts,ISC,37.02,-116.11,0,0,0,0,20,wr,Mauve,Shaft,6,8,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Ticking,Shaft,21,8,1965
USA,Nts,ISC,37.08,-116.04,0,0,0,0,20,wr,Centaur,Shaft,27,8,1965
USA,Nts,ISC,36.98,-115.99,4.2,0,0,0,20,We,Moa/Screamer,Shaft,1,9,1965
UK,Nts,ISC,36.98,-115.99,5.1,0,0,20,200,wr,Charcoal,Shaft,10,9,1965
USSR,Semi Kazakh,ISC,49.78,78.15,5.2,0,0,0.001,20,wr,Nan,Tunnel,17,9,1965
USA,Nts,ISC,37.06,-116.02,0,0,0,0,20,wr,Elkhart,Shaft,17,9,1965
FRANCE,In Ecker Alg,DOE,24,5,0,0,0,0,5,wr,Corindon,Gallery,1,10,1965
USSR,Semi Kazakh,ISC,49.92,78.17,5.4,0,0,0.001,20,wr,Nan,Tunnel,8,10,1965
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.1,1.1,Pne,Sary-Uzen,Shaft,14,10,1965
USA,Amchitka Ak,ISC,51.61,179.22,6.1,0,0,80,80,Pne:V,Long Shot,Shaft,29,10,1965
USA,Nts,ISC,37.03,-116.01,0,0,0,0,20,wr,Sepia,Shaft,12,11,1965
USSR,Semi Kazakh,ISC,49.86,78.04,5.6,0,0,29,29,wr,Nan,Tunnel,21,11,1965
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Kermet,Shaft,23,11,1965
FRANCE,In Ecker Alg,ISC,24.04,5.03,4.9,0,0,0,20,wr,Tourmaline,Gallery,1,12,1965
USA,Nts,ISC,37.13,-116.02,5.6,0,0,20,200,wr,Corduroy,Shaft,3,12,1965
USA,Nts,ISC,37.08,-116.03,0,0,0,0,20,wr,Emerson,Shaft,16,12,1965
USA,Nts,ISC,37.02,-116.05,5.3,0,0,20,200,We,Buff,Shaft,16,12,1965
USSR,Semi Kazakh,ISC,49.9,78.1,5.2,0,0,0.001,20,Pne,Nan,Tunnel,24,12,1965
USA,Nts,ISC,37.17,-116.02,0,0,0,0,20,We,Maxwell,Shaft,13,1,1966
USA,Nts,ISC,37.1,-116.05,0,0,0,20,200,We,Lampblack,Shaft,18,1,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Sienna,Shaft,18,1,1966
USA,Nts,ISC,37.03,-115.97,0,0,0,0,20,We,Dovekie,Shaft,21,1,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Reo,Shaft,22,1,1966
USA,Nts,ISC,37.07,-116.1,0,0,0,0,20,We,Plaid Ii,Shaft,3,2,1966
USSR,Semi Kazakh,ISC,49.77,78.1,6.1,0,0,125,125,Pne,Nan,Tunnel,13,2,1966
FRANCE,In Ecker Alg,ISC,24,5,0,0,0,0,20,wr,Grenat,Gallery,16,2,1966
USA,Nts,ISC,37.17,-116.42,0,0,0,19,19,wr,Rex,Shaft,24,2,1966
USA,Nts,ISC,37.15,-116.11,0,0,0,0,20,We,Redhot,Tunnel,5,3,1966
USA,Nts,ISC,36.94,-116.13,0,0,0,0,20,wr,Finfoot/Cinnamo,Shaft,7,3,1966
USA,Nts,ISC,37.08,-116.09,0,0,0,0,20,wr,Clymer,Shaft,12,3,1966
USA,Nts,ISC,36.9,-116.15,0,0,0,0,20,wr,Purple,Shaft,18,3,1966
USSR,Semi Kazakh,ISC,49.72,78.07,6.6,0,0,100,100,wr,Nan,Tunnel,20,3,1966
USA,Nts,ISC,37.05,-116.16,0,0,0,0,20,Pne:Plo,Templar,Shaft,24,3,1966
USA,Nts,ISC,37.05,-115.88,0,0,0,0,20,wr,Lime,Shaft,1,4,1966
USA,Nts,ISC,37.08,-116.13,0,0,0,0,20,wr,Stutz,Shaft,6,4,1966
USA,Nts,ISC,36.95,-116.01,0,0,0,0,20,wr,Tomato,Shaft,7,4,1966
USA,Nts,ISC,37.2,-116.45,0,0,0,70,70,wr,Duryea,Shaft,14,4,1966
USSR,Semi Kazakh,ISC,49.86,78.2,6.1,0,0,0.001,20,wr,Nan,Tunnel,21,4,1966
USSR,Azgir Kazakh,DIS,47.9,47.7,0,0,0,1.1,1.1,Pne,Nan,Shaft,22,4,1966
USA,Nts,DOE,37,-116,0,0,0,1.4,1.4,wr,Fenton,Shaft,23,4,1966
USA,Nts,ISC,36.82,-115.96,0,0,0,0,20,We,Pinstripe,Shaft,25,4,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Ochre,Shaft,29,4,1966
USA,Nts,ISC,37.17,-115.96,0,0,0,0,20,wr,Traveler,Shaft,4,5,1966
USA,Nts,ISC,36.98,-116.04,4.4,0,0,12,12,wr,Cyclamen,Shaft,5,5,1966
USA,Nts,ISC,37.32,-116.32,5.4,0,0,73,73,wr,Chartreuse,Shaft,6,5,1966
USSR,Semi Kazakh,ISC,49.74,77.95,4.8,0,0,4,4,Pne,Nan,Tunnel,7,5,1966
CHINA,Lop Nor,DOE,41.5,89,0,0,0,250,250,wr,Nan,Airdrop,9,5,1966
USA,Nts,ISC,37.08,-116.14,4.3,0,0,0,20,wr,Tapestry,Shaft,12,5,1966
USA,Nts,ISC,37.09,-116,5.6,0,0,20,200,wr,Piranha,Shaft,13,5,1966
USA,Nts,ISC,37.11,-116.03,5.9,0,0,20,200,wr,Dumont,Shaft,19,5,1966
USA,Nts,ISC,37.16,-116.14,5,0,0,22,22,We,Discus Thrower,Shaft,27,5,1966
USA,Nts,ISC,37.2,-116,5.6,0,0,62,62,We,Pile Driver,Tunnel,2,6,1966
USA,Nts,ISC,37.03,-116.01,5.7,0,0,20,200,wr,Tan,Shaft,3,6,1966
USA,Nts,ISC,36.98,-116.03,0,0,0,0,20,wr,Puce,Shaft,10,6,1966
USA,Nts,DOE,37,-116.1,0,0,0.35,0,20,We,Double Play,Tunnel,15,6,1966
USA,Nts,DOE,37,-116,0,0,0.5,20,200,wr,Kankakee,Shaft,15,6,1966
USA,Nts,ISC,37.1,-116.1,0,0,0,25,25,Pne:Plo,Vulcan,Shaft,25,6,1966
USSR,Semi Kazakh,ISC,49.92,78.06,5.6,0,0,20,150,Pne,Nan,Tunnel,29,6,1966
USA,Nts,ISC,37.32,-116.28,6.1,0,0,365,365,wr,Halfbeak,Shaft,30,6,1966
FRANCE,Muruhoa,DOE,-22,-139,0,0,0,0,200,wr,Aldebaran,Barge,2,7,1966
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Tamoure,Airdrop,19,7,1966
USSR,Semi Kazakh,ISC,50,78,5.9,0,0,20,150,wr,Nan,Tunnel,21,7,1966
FRANCE,Mururoa,SPA,-22,-139,0,0,0,0,0,Se,Ganymede,Tower,21,7,1966
USA,Nts,ISC,37,-115.89,0,0,0,0,20,Pne:Plo,Saxon,Shaft,28,7,1966
USSR,Semi Kazakh,ISC,49.83,78.05,5.4,0,0,0.001,20,wr,Nan,Tunnel,5,8,1966
USA,Nts,ISC,37.3,-116,0,0,0,0,20,wr,Rovena,Shaft,10,8,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Tangerine,Shaft,12,8,1966
USSR,Semi Kazakh,ISC,50.5,77.86,5.1,0,0,0.001,20,Pne,Nan,Tunnel,19,8,1966
USSR,Semi Kazakh,ISC,49.9,77.92,4.8,0,0,0.001,20,Fms,Nan,Tunnel,7,9,1966
FRANCE,Mururoa,DOE,-22,-139,0,0,0,0,200,wr,Betelgeuse,Balloon,11,9,1966
USA,Nts,ISC,36.84,-115.92,4.6,0,0,7.8,7.8,We,Derringer,Shaft,12,9,1966
USA,Nts,ISC,37.13,-116.02,0,0,0,0,20,wr,Daiquiri,Shaft,23,9,1966
FRANCE,Fangataufa,DOE,-22,-139,0,0,0,0,200,wr,Rigel,Barge,24,9,1966
USA,Nts,ISC,37.12,-115.98,0,0,0,0,20,wr,Newark,Shaft,29,9,1966
USSR,Uzbek,UGS,38.8,64.5,5.1,0,0,30,30,Pne,Nan,Shaft,30,9,1966
FRANCE,Mururoa,DOE,-22,-139,0,0,0,200,1000,wr,Sirius,Barge,4,10,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Khaki,Shaft,15,10,1966
USSR,Semi Kazakh,ISC,49.77,78.03,6.3,0,0,20,150,wr,Nan,Tunnel,19,10,1966
CHINA,Lop Nor,DOE,41.5,89,0,0,0,12,12,wr,Nan,Rocket,27,10,1966
USSR,Nz Russ,ISC,73.4,54.57,6.4,0,0,150,1500,wr,Nan,Tunnel,27,10,1966
USSR,Nz Russ,MTM,73,55,0,0,0,150,1500,wr,Nan,Tunnel,27,10,1966
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,29,10,1966
USA,Nts,ISC,37.17,-115.96,0,0,0,0,20,Pne:Plo,Simms,Shaft,5,11,1966
USA,Nts,ISC,37.1,-116,0,0,0,0,20,wr,Ajax,Shaft,11,11,1966
USA,Nts,ISC,37,-116.07,0,0,0,0,20,We,Ceeise,Shaft,18,11,1966
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,19,11,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Vigil,Shaft,22,11,1966
USSR,Semi Kazakh,DOE,50,78,0,0,0,0.001,20,Pne,Nan,Shaft,3,12,1966
USA,Hattiese Ms,DOE,31,-89,0,0,0.9,0.38,0.38,Pne:V,Sterling,Shaft,3,12,1966
USA,Nts,ISC,36.82,-115.96,4.6,0,0,0,20,We,Newpoint,Shaft,13,12,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Sidecar,Shaft,13,12,1966
USSR,Semi Kazakh,ISC,49.92,77.76,5.8,0,0,20,150,Pne,Nan,Shaft,18,12,1966
USA,Nts,ISC,37.32,-116.36,6.3,0,0,870,870,wr,Greeley,Shaft,20,12,1966
CHINA,Lop Nor,DOE,41.5,89,0,0,0,122,122,wr,Nan,Tower,28,12,1966
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Rivet 1,Shaft,18,1,1967
USA,Nts,ISC,37.14,-116.18,5.3,0,0,39,39,wr,Nash,Shaft,19,1,1967
USA,Nts,ISC,37.08,-116.01,5.3,0,0,20,200,wr,Bourbon,Shaft,20,1,1967
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Rivet 2,Shaft,26,1,1967
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Tunnel,30,1,1967
USA,Nts,ISC,37.11,-116.1,4.6,0,0,0,20,wr,Ward,Shaft,8,2,1967
USA,Nts,ISC,36.91,-115.91,4.4,0,0,0,20,wr,Persimmon,Shaft,23,2,1967
